OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,PARK_ID,REGION,ShapeSTArea,ShapeSTLength
532,Phyllis Wheatley/Warren Place,City of Boston, ,5,Roxbury,0.15, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,6472.751465,335.3744126
533,ReVision House Urban Farm #2,Community Group/Nonprofit, ,5,Mattapan,0.37642885, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,7788.186768,462.416339
534,Shore Plaza East Garden,Private, ,5,East Boston,0.09258596, ,Special District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,4033.128662,261.3646756
535,South Street Community Garden,Commonwealth of Massachusetts, ,5,Jamaica Plain,0.47012064, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,20478.81641,571.9831668
536,Starr Lane Park,City of Boston, ,5,Jamaica Plain,0.06203976, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,2495.544678,205.1184605
537,The Food Project Lot #3,Private, ,5,Roxbury,0.11455758,18 Albion Street,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,5139.077881,302.3409552
538,Wakullah St. CG,BRA, ,5,Roxbury,0.10242284, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,4089.0979,262.1921282
539,Warren Gardens Community Garden,Community Group/Nonprofit, ,5,Roxbury,0.25898998, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,11281.81226,492.4058415
540,Washington Manor Community Garden,BHA, ,5,South End,0.02207476,Between Washburn St and Dorchester Ave,Special District,Community Gardens,NULL,BHA,N, , ,,0,0,,INFO_Reallocation From Dept,961.597168,124.1241191
541,13th Street Circle Garden,City of Boston, ,5,Charlestown,0.05871058, ,Special District,Community Gardens,NULL, ,N,N, ,,0,0,,INFO_Reallocation From Dept,2557.480957,182.589344
542,8th Street Circle Garden,City of Boston, ,5,Charlestown,0.04690589, ,Special District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,2043.255615,163.2269658
543,9th Street Circle Garden,City of Boston, ,5,Charlestown,0.04569857, ,Special District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,1990.669678,161.1286116
544,Agassiz Community & School Garden,City of Boston, ,5,Jamaica Plain,0.1863999, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,8370.236816,477.2637081
545,Clementine Park,City of Boston, ,5,Dorchester,0.02508511, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,1011.931641,137.5276784
546,Columbia Point Community Garden,Private, ,5,Dorchester,0.05, ,Commercial/Office/Business District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,2026.83667,233.3558847
547,Commonwealth Tenants Association CG,BHA, ,5,Allston-Brighton,0.35038399, ,Residential District,Community Gardens,NULL,BHA,N, , ,,0,0,,INFO_Reallocation From Dept,15262.99805,752.1073436
548,Lombardi Memorial Park,BHA, ,1,East Boston,0.53, ,Residential District,"Malls, Squares & Plazas",NULL,BHA,N,X,Maverick Landing Park,,0,0,,INFO_Reallocation From Dept,23069.90161,609.2442935
549,Charlestown Parcel 6,MassDOT,CAT Mit,1,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5053.023193,282.9090381
550,West End Park,MassDOT,CAT Mit,1,Central Boston,0.14,"Intersection of Nashua St, Lomasney Way & Martha Road",Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5926.282227,543.1173962
551,Urban Arboretum,MassDOT,CAT Mit,1,Central Boston,1.95, ,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,MA DOT,0,0,,INFO_Reallocation From Dept,84846.50586,3318.749453
552,Lincoln Street Green,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.18,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b,,0,0,,INFO_Reallocation From Dept,7734.4729,516.3328
553,Leather District Park,MassDOT,CAT Mit,1,Central Boston,0.42,29-31 South Street,Special District,"Malls, Squares & Plazas",NULL,Kennedy Greenway Conservancy,N,X, ,,0,0,,INFO_Reallocation From Dept,18335.94873,1693.909011
554,Chinatown Park,MassDOT,A97/CATMit/RFK,1,Central Boston,0.61, ,Open Space District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b,,0,0,,INFO_Reallocation From Dept,36674.02148,2766.241439
555,Armenian Heritage Park,MassDOT,CAT Mit,1,Central Boston,0.25, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy,Armenian Heritage Foundation,X,X, ,,0,0,,INFO_Reallocation From Dept,11056.46069,421.0621617
556,North Street Park,MassDOT,CAT Mit,1,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,10665.72998,424.7693229
557,Endicott Triangle,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.35,"Btwn Endicott, Stillman, & Cross Sts",Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Rose Kennedy Greenway Parcel 5,,0,0,,INFO_Reallocation From Dept,1673.929199,201.0133777
558,RFK Greenway I,MassDOT,CAT Mit,1,Central Boston,0.24, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,6898.383545,681.4693834
559,Dewey Square Parks,MassDOT,A97/CATMit/RFK,1,Central Boston,2.64, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,"RFK Greenway Parcels 19,21,22",,0,0,,INFO_Reallocation From Dept,115010.281,2887.468528
560,Dewey Square Plaza,MassDOT,CAT Mit,1,Central Boston,0.58, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,25403.55664,687.6359818
561,Wormwood Park,Commonwealth of Massachusetts,CATMit/MHP/Ch91,1,South Boston,0.13,261 A Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5679.842529,312.8156168
562,Federal Reserve Bank Harborwalk,City of Boston, ,1,Central Boston,0.08, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,3498.840088,584.6977379
563,Tufts Wharf Harborwalk,Private,CATMit/Ch91/WPA,1,Central Boston,0.73,510 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,32195.32739,905.9495897
564,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,2663.582031,408.1418782
565,Atlantic Avenue Plantings,MBTA, ,1,Central Boston,0.58, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,25390.76514,2200.596123
566,Binford Street Park,Private,CATMit/Ch91/WPA,1,South Boston,0.45, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,19816.95435,808.2081402
567,CANA Portal,MassDOT,,1,Charlestown,1.15, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, , ,MADOT,0,0,,INFO_Reallocation From Dept,50441.13281,2979.370969
568,Galvin Green,Commonwealth of Massachusetts,CAT Mit,1,Charlestown,5.13, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,223494.6899,5169.567584
569,I-90 Interchange,MassDOT,CAT Mit,7,Central Boston,1.54, ,Special District,"Malls, Squares & Plazas",NULL,MassDOT,N, , ,,0,0,,INFO_Reallocation From Dept,66995.62207,1007.375083
570,North End Park,MassDOT,A97/CAT Mit/RFK,1,Central Boston,2.83, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcels 8&10,,0,0,,INFO_Reallocation From Dept,123174.5791,2086.973284
571,Wharf District Park,MassDOT,A97/CAT Mit/RFK,1,Central Boston,4.71, ,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcels 14-17,,0,0,,INFO_Reallocation From Dept,205210.582,3896.122992
572,McGann Park,City of Boston,A97,3,Roslindale,0.88,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,38368.07544,912.4548407
573,Mattahunt Woods III,City of Boston,WPA,6,Mattapan,3.57, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,,PARK_Maintenance_Ground Maintenance,155324.2156,3624.4476
575,Bay Village Garden,City of Boston,A97,5,Central Boston,0.02, ,Open Space District,Community Gardens,BPRD,Private,X,X,Melrose Park,,0,0,,PARK_Maintenance_Ground Maintenance,790.7370605,112.3052349
576,Pemberton Square Access,City of Boston, ,1,Central Boston,0.13, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,5505.281982,440.0718172
577,Prudential Center Plaza II,Private, ,1,Back Bay/Beacon Hill,1.09, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,47584.15698,980.603951
578,Prudential Center Plaza III,Private, ,1,Back Bay/Beacon Hill,1.02, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,44570.93677,994.8888731
579,Bussey Brook Meadow II,MBTA,A97,6,Roslindale,1.17,Opposite 376 Arborway Str.,Open Space District,Urban Wilds & Natural Areas,BPRD,BPRD,N,X,Arnold Arboretum IV,,0,0,,INFO_Reallocation From Dept,54784.02271,1355.199565
580,North Beacon Allee,Private, ,1,Allston-Brighton,0.84, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,36673.33545,1016.650147
581,Lewis Mall Harborpark,City of Boston,WPA/Ch91,1,East Boston,0.25, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,11023.65137,555.1247592
582,Franklin Park II,City of Boston,A97/Lease,3,Roxbury,16.44, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,"""Sausage Lot""",DCR,0,0,,INFO_Reallocation From Dept,716128.2046,5477.287637
583,St. John Chrysostom Tract,Private,100,6,West Roxbury,4.31, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,187543.7664,2206.760472
584,O'Reilly Way Court,BHA, ,3,Charlestown,0.53, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,,0,0,,INFO_Reallocation From Dept,23037.26758,768.4255954
585,Canterbury Brookside I,Commonwealth of Massachusetts,WPA/100,6,Mattapan,3.57, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,136589.8826,2414.954287
586,South Shore Plaza Courts,Private,WPA/Ch91,3,East Boston,0.23, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,10181.23755,403.6711163
587,South Shore Plaza Park,Private, ,1,East Boston,0.5, ,Special District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,21699.47632,625.501956
588,West End Recreation Complex,Private, ,3,Central Boston,3.42, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,149003.3323,2290.241079
589,Thoreau Path,Private, ,1,Central Boston,3.86, ,Residential District,"Malls, Squares & Plazas",City of Boston, ,N,X,West End Walk,,0,0,,INFO_Reallocation From Dept,167999.5063,4315.038257
590,UMass Boston Campus Ctr Oval,Commonwealth of Massachusetts,WPA/Ch91,1,Dorchester,1.66, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,72599.99121,965.4659484
591,Brian Honan Park,Private,A97/CR,3,Allston-Brighton,0.45,Allston Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,X, ,,0,0,,INFO_Reallocation From Dept,41975.0708,1141.821496
592,Brighton HS Hillside,City of Boston, ,1,Allston-Brighton,1.43, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,62147.87939,1386.193483
593,St. Elizabeth's Hospital Campus,Private, ,1,Allston-Brighton,4.86, ,Conservation Protection Subdistrict,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,211857.2151,2395.392019
594,Allandale Woods II,City of Boston,LWCF/A97/WPA,6,West Roxbury,10.59, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Brandagee Estate & Recuperative Center Parcels,,0,0,,PARK_Maintenance_Ground Maintenance,461736.4141,3521.631769
595,Allan Crite Garden II,BRA, ,5,Roxbury,0.04, ,Open Space District,Community Gardens,BNAN,Cooper Community Garden Ctr,N, , ,,0,0,,INFO_Reallocation From Dept,1609.355713,194.8552795
596,East Boston Social Centers Playlot,Private, ,3,East Boston,0.33, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,14764.42358,486.4957283
597,Oxford Place Plaza,Private, ,3,Central Boston,0.05, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,2039.811768,178.7404143
598,Mattahunt Woods II,Private,WPA,6,Mattapan,3.74,"Livermore, Canaan, Itasca & Alabama Sts.",Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,,INFO_Reallocation From Dept,162700.9673,6208.268771
599,Mattahunt Woods Buffer,Private, ,6,Mattapan,1.02, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,,INFO_Reallocation From Dept,44718.13989,972.7562976
600,Mattahunt School Woods,City of Boston, ,6,Mattapan,0.96, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N,X, ,BPS,0,0,,INFO_Reallocation From Dept,129744.4495,2790.451298
601,Mattahunt Schoolyard,City of Boston, ,3,Mattapan,3.31, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BPS,N,X, ,BPS,0,0,,INFO_Reallocation From Dept,143364.2664,2528.807345
602,Mattahunt School Entrance Plaza,City of Boston, ,1,Mattapan,0.37, ,Residential District,"Malls, Squares & Plazas",NULL,BPS,N,X, ,BPS,0,0,,INFO_Reallocation From Dept,16007.70654,722.782529
603,Currier Woods I,City of Boston, ,6,Mattapan,1.43, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,,INFO_Reallocation From Dept,62465.70947,1378.737555
604,Currier Woods II,Private, ,6,Mattapan,0.56, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,,INFO_Reallocation From Dept,24301.60107,639.8434488
605,Savannah Woods II,Private, ,6,Mattapan,0.73, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,,INFO_Reallocation From Dept,31852.92334,1790.85465
606,Melvinside Play Area,Private, ,3,Dorchester,0.4, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,17476.13574,814.9543263
607,Huntington-Vancouver Triangle,Private, ,1,Fenway/Kenmore,0.14, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,6023.150146,349.6160804
608,Huntington-Hemenway Mall,City of Boston, ,1,Fenway/Kenmore,0.33,Crnr Huntington Ave & Hemenway St,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,14335.74609,619.1420822
609,Canterbury Brookside II,Private,WPA,6,Roslindale,0.49, ,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,21489.91919,855.6797534
610,Franklin Field BHA Green,City of Boston, ,3,Mattapan,0.7, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,30634.521,863.9784128
611,Franklin Field BHA Playground,City of Boston, ,3,Mattapan,0.39, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,17021.63208,592.290924
612,ELC Playlot,City of Boston, ,3,Roxbury,0.45, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,19494.56396,562.6197323
613,John Eliot Square Urban Wild I,City of Boston, ,6,Roxbury,0.23, ,Residential District,Urban Wilds & Natural Areas,NULL,BCC+BPRD,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,10127.27686,543.2974253
614,John Eliot Square Urban Wild II,BNAN,Land Trust,6,Roxbury,0.08, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,3308.23584,250.9064648
615,Savannah Woods I,City of Boston, ,6,Mattapan,3.2, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,DND,0,0,,INFO_Reallocation From Dept,139206.5391,3156.045937
616,Rutland's Haven Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.11, ,Open Space District,Community Gardens,BNAN, ,N, , ,,0,0,,INFO_Reallocation From Dept,5004.248535,334.6692158
617,Bessie Barnes Park,Community Group/Nonprofit,Land Trust,3,South End,0.1, ,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN, ,N, , ,,0,0,,INFO_Reallocation From Dept,4398.552002,267.1824155
618,Frederick Douglass Peace Garden,BRA,Land Trust,5,South End,0.11, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,4953.523926,353.7439238
619,Brigham Circle Plaza,Private, ,1,Jamaica Plain,0.22, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,One Brigham Circle,,0,0,,INFO_Reallocation From Dept,9693.936279,404.2712119
620,Carter School Grounds,City of Boston, ,3,South End,0.49, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,21284.50952,1052.440398
621,Harrison Urban Garden,Private, ,5,South End,0.2, ,Residential District,Community Gardens,NULL,SELROSLT,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,8757.028809,576.0607934
622,Cedar-Juniper Natural Area,BNAN,Land Trust,6,Roxbury,0.38,12 Cedar Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, , ,0,0,,PARK_Maintenance_Ground Maintenance,16823.42676,524.4658134
623,Madison Park Village CG,City of Boston, ,5,Roxbury,0.24, ,Institutional District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,10336.84375,444.828896
624,Dartmouth Square,Private, ,1,South End,0.17,150 Appleton Street,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,7361.63208,416.5892521
625,BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.19,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,8132.181396,435.7599665
626,Sharon's Park,City of Boston,A97,1,Dorchester,0.31,835 Columbia Road,Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,Columbia-Buttonwood Park,,0,0,,INFO_Reallocation From Dept,13717.68213,759.3546098
627,Tent City Courtyards,BRA, ,1,South End,0.53, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,22947.125,1079.089106
628,Washburn Street Green I,City of Boston,<Null>,1,South Boston,0.13,Across from 8 Washburn St,Open Space District,"Malls, Squares & Plazas",NULL,PWD,N,X,<Null>,PWD,0,0,,INFO_Reallocation From Dept,5657.51123,535.6409369
629,William S. Britton Square,City of Boston, ,1,Dorchester,0.03, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,1319.819336,162.5345487
630,59 Crawford Street Playground,Private,Land Trust,3,Roxbury,0.24748528, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,,,0,0,,INFO_Reallocation From Dept,10780.44653,431.0639864
631,Valenti Square,Commonwealth of Massachusetts, ,1,Central Boston,0.09, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5026.921143,324.2399883
632,Brooke Courthouse Plaza,Commonwealth of Massachusetts, ,1,Central Boston,0.24,24 New Chardon Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,10653.06519,528.4905473
633,Mattahunt Woods I,City of Boston,A97/WPA,6,Mattapan,6.01,"Canaan, Itasca, Croydon & Kennebec Sts.",Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,BCC,0,0,,PARK_Maintenance_Ground Maintenance,261960.1304,6424.429917
634,Fairlawn Green,Private, ,1,Mattapan,1.15, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,49984.38794,2694.249649
635,Beethoven School Play Area,City of Boston,A97,3,West Roxbury,0.52, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,INFO_Reallocation From Dept,22852.01685,762.397366
637,Algonquin Square,City of Boston, ,1,Dorchester,0.04, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,,0,0,,INFO_Reallocation From Dept,1694.438965,215.7693279
638,Egleston Plaza I,City of Boston,A97,1,Roxbury,0.08, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,DND,N,X, ,DND,0,0,,PARK_Maintenance_Region 3,3336.370605,253.3017995
639,Egleston Plaza II,City of Boston, ,1,Roxbury,0.01, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,0,0,,INFO_Reallocation From Dept,501.1379395,175.7859428
640,Almont Park II,City of Boston, ,3,Mattapan,0.15, ,Open Space & Residential Districts,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Hunt Playground,PWD,0,0,,PARK_Maintenance_Ground Maintenance,8118.843262,598.0708655
641,Egleston Square Peace Garden,Private, ,5,Roxbury,0.12, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5095.736816,296.0331162
642,Golden Stairs Terrace Park II,City of Boston, ,1,East Boston,0.07, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Golden Stairs,,0,0,,PARK_Maintenance_Ground Maintenance,3304.829834,536.6731039
643,Foley Square,City of Boston,A97,1,Hyde Park,0.14,Greenwood Avenue & Metropolitan Avenue,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Robert M. Foley Square; Greenwood Squre,BPRD,0,0,,INFO_Reallocation From Dept,6128.659668,304.6338975
644,Jones Square,City of Boston,A97,1,Hyde Park,0.04,Highland Street & Milton Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Lt. Parker B. Jones Square,BPRD,0,0,,PARK_Maintenance_Region 4,1875.799561,216.054283
645,Schraffts Centre Harborwalk,Private,Ch91/WPA/100,1,Charlestown,1.01,529-543 Main Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,43910.9729,2753.051194
646,Roslindale Wetlands Urban Wild I,City of Boston,A97/WPA,6,Roslindale,8.05,Adjacent to 43 Hazelmere Rd,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,350675.229,5537.062778
647,Roslindale Wetlands Urban Wild II,Private,WPA/100,6,Roslindale,2.45,Near 23 Coniston Rd,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,106735.7747,3708.532656
648,Scalia Square,City of Boston, ,1,Dorchester,0.01,"Intersection Ashland, Beach & Park Sts",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Region 2,384.4633789,95.18330759
649,Shempa Square,MBTA, ,1,Hyde Park,0.03,Intersection Business & River Sts,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,Daniel J. Shempa Square,MBTA,0,0,,PARK_Maintenance_Region 4,1097.289551,151.2095359
650,Schroeder Plaza,City of Boston, ,1,Roxbury,0.28,"One Schroeder Plaza, Crnr Columbus & Ruggles",Special District,"Malls, Squares & Plazas",NULL, ,N,X,Boston Police HQ Plaza,,0,0,,INFO_Reallocation From Dept,11995.89941,561.3212327
651,Southwest Corridor Park Extension,BHA, ,3,Roxbury,0.17754467,31-81 Prentiss St,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,,0,0,,INFO_Reallocation From Dept,7733.843262,638.6310563
652,Solari Square,City of Boston, ,1,East Boston,0.005,"Intersection Bennington, Bremen, Neptune",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,Daniel H. Solari Square (Park),,0,0,,INFO_Reallocation From Dept,216.1601563,54.49238582
653,Suffolk Downs T Station Lawns,MBTA, ,1,East Boston,0.97,1240 Bennington Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,43647.82007,1645.285187
654,Belle Isle Inlet Buffer I,MBTA, ,6,East Boston,5.04,1240 Bennington Street,Special District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,224609.3926,4284.548817
655,Belle Isle Inlet Buffer II,Private, ,6,East Boston,2.04,111 Waldemar Avenue,Special District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,86097.20313,2554.592508
656,Webster Square,City of Boston,A97,1,Hyde Park,0.05,Intersection of Central & Webster,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Region 4,2369.162598,194.4397417
657,Wolf Square,City of Boston,A97,1,Roxbury,0.02,"Intersection Crawford, Harold, Abbotsford Sts",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Herbert J. Wolf Square, Harold Square",BPRD,0,0,,PARK_Maintenance_Ground Maintenance,992.9072266,135.0368017
658,Woodworth Square,City of Boston,A97,1,Hyde Park,0.03,"Intersection Metropolitan, Beacon, Vose",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Horace C. Woodworth Square,BPRD,0,0,,PARK_Maintenance_Region 4,1506.244141,168.392955
659,Union Street Park II,City of Boston, ,1,Central Boston,0.03,Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Holocaust Mem./Curley Mem.,,0,0,,PARK_Maintenance_Ground Maintenance,1418.566406,379.2664112
